YEAR,QUARTER,REGION,PROVINCE,SEX,VALUE,UNIT,SOURCE
2565,ไตรมาสที่ 4/2565,3) ภาคเหนือ,เชียงราย,1. ชาย,456.4,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 4/2565,3) ภาคเหนือ,เชียงใหม่,1. ชาย,723.7,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 4/2565,3) ภาคเหนือ,ตาก,1. ชาย,215.4,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 4/2565,3) ภาคเหนือ,นครสวรรค์,1. ชาย,363.2,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 4/2565,3) ภาคเหนือ,น่าน,1. ชาย,175.8,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 4/2565,3) ภาคเหนือ,พะเยา,1. ชาย,145,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 4/2565,3) ภาคเหนือ,พิจิตร,1. ชาย,202.6,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 4/2565,3) ภาคเหนือ,พิษณุโลก,1. ชาย,360.1,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 4/2565,3) ภาคเหนือ,เพชรบูรณ์,1. ชาย,362.7,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 4/2565,3) ภาคเหนือ,แพร่,1. ชาย,147.4,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 4/2565,3) ภาคเหนือ,แม่ฮ่องสอน,1. ชาย,97.5,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 4/2565,3) ภาคเหนือ,ลำปาง,1. ชาย,278.6,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 4/2565,3) ภาคเหนือ,ลำพูน,1. ชาย,156.3,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 4/2565,3) ภาคเหนือ,สุโขทัย,1. ชาย,243.9,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 4/2565,3) ภาคเหนือ,อุตรดิตถ์,1. ชาย,161.2,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 4/2565,3) ภาคเหนือ,อุทัยธานี,1. ชาย,109.2,พันคน,สำนักงานสถิติแห่งชาติ
