YEAR,QUARTER,REGION,PROVINCE,SEX,VALUE,UNIT,SOURCE
2563,ไตรมาสที่ 2/2563,3) ภาคเหนือ,แพร่,1. ชาย,173,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,3) ภาคเหนือ,แพร่,2. หญิง,190,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,3) ภาคเหนือ,แม่ฮ่องสอน,1. ชาย,76.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,3) ภาคเหนือ,แม่ฮ่องสอน,2. หญิง,75.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,1. ชาย,313.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,2. หญิง,339.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,1. ชาย,694,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,2. หญิง,764.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,1. ชาย,374,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,2. หญิง,405.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,นครพนม,1. ชาย,211.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,นครพนม,2. หญิง,230.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,1. ชาย,992,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,2. หญิง,1062.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,1. ชาย,131.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,2. หญิง,138.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,1. ชาย,465.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,2. หญิง,511.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,1. ชาย,319.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,2. หญิง,360.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,1. ชาย,135,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,2. หญิง,140.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,ยโสธร,1. ชาย,187.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,ยโสธร,2. หญิง,200,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,1. ชาย,411.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,2. หญิง,446.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,1. ชาย,386.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,2. หญิง,425.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,สกลนคร,1. ชาย,351,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,สกลนคร,2. หญิง,379.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,สุรินทร์,1. ชาย,411,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,สุรินทร์,2. หญิง,456,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,หนองคาย,1. ชาย,168,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,หนองคาย,2. หญิง,185,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,1. ชาย,175.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,2. หญิง,193.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,1. ชาย,106.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,2. หญิง,113.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,อุดรธานี,1. ชาย,485.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,อุดรธานี,2. หญิง,523.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,1. ชาย,660.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,2. หญิง,702.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,เลย,1. ชาย,220,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,4) ภาคตะวันออกเฉียงเหนือ,เลย,2. หญิง,226.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,5) ภาคใต้,กระบี่,1. ชาย,146.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,5) ภาคใต้,กระบี่,2. หญิง,150.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,5) ภาคใต้,ชุมพร,1. ชาย,207,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,5) ภาคใต้,ชุมพร,2. หญิง,205,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,5) ภาคใต้,ตรัง,1. ชาย,246,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,5) ภาคใต้,ตรัง,2. หญิง,267.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,5) ภาคใต้,นครศรีธรรมราช,1. ชาย,613.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,5) ภาคใต้,นครศรีธรรมราช,2. หญิง,657.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,5) ภาคใต้,นราธิวาส,1. ชาย,253.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,5) ภาคใต้,นราธิวาส,2. หญิง,264.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,5) ภาคใต้,ปัตตานี,1. ชาย,226.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,5) ภาคใต้,ปัตตานี,2. หญิง,245.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,5) ภาคใต้,พังงา,1. ชาย,110.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,5) ภาคใต้,พังงา,2. หญิง,108,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,5) ภาคใต้,พัทลุง,1. ชาย,199.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,5) ภาคใต้,พัทลุง,2. หญิง,221.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,5) ภาคใต้,ภูเก็ต,1. ชาย,225.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,5) ภาคใต้,ภูเก็ต,2. หญิง,227.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,5) ภาคใต้,ยะลา,1. ชาย,164.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,5) ภาคใต้,ยะลา,2. หญิง,171.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,5) ภาคใต้,ระนอง,1. ชาย,103.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,5) ภาคใต้,ระนอง,2. หญิง,101.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,5) ภาคใต้,สงขลา,1. ชาย,606.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,5) ภาคใต้,สงขลา,2. หญิง,661.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,5) ภาคใต้,สตูล,1. ชาย,109.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,5) ภาคใต้,สตูล,2. หญิง,108.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,5) ภาคใต้,สุราษฎร์ธานี,1. ชาย,427.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,5) ภาคใต้,สุราษฎร์ธานี,2. หญิง,451.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,1) กรุงเทพมหานคร,กรุงเทพมหานคร,1. ชาย,3670.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,1) กรุงเทพมหานคร,กรุงเทพมหานคร,2. หญิง,3980.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,กาญจนบุรี,1. ชาย,322.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,กาญจนบุรี,2. หญิง,326.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,จันทบุรี,1. ชาย,228.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,จันทบุรี,2. หญิง,242,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,ฉะเชิงเทรา,1. ชาย,335.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,ฉะเชิงเทรา,2. หญิง,353.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,ชลบุรี,1. ชาย,749.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,ชลบุรี,2. หญิง,758.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,ชัยนาท,1. ชาย,126.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,ชัยนาท,2. หญิง,141.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,ตราด,1. ชาย,120.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,ตราด,2. หญิง,119.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,นครนายก,1. ชาย,116.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,นครนายก,2. หญิง,126.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,นครปฐม,1. ชาย,461.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,นครปฐม,2. หญิง,513.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,นนทบุรี,1. ชาย,683.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,นนทบุรี,2. หญิง,778.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,ปทุมธานี,1. ชาย,660.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,ปทุมธานี,2. หญิง,720.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,ประจวบคีรีขันธ์,1. ชาย,189.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,ประจวบคีรีขันธ์,2. หญิง,186.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,ปราจีนบุรี,1. ชาย,254.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,ปราจีนบุรี,2. หญิง,274.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,พระนครศรีอยุธยา,1. ชาย,361.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,พระนครศรีอยุธยา,2. หญิง,380.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,ระยอง,1. ชาย,386.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,ระยอง,2. หญิง,380.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,ราชบุรี,1. ชาย,322.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,ราชบุรี,2. หญิง,348.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,ลพบุรี,1. ชาย,324.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,ลพบุรี,2. หญิง,326.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,สมุทรปราการ,1. ชาย,931.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,สมุทรปราการ,2. หญิง,1008.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,สมุทรสงคราม,1. ชาย,78.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,สมุทรสงคราม,2. หญิง,86,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,สมุทรสาคร,1. ชาย,441,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,สมุทรสาคร,2. หญิง,458.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,สระบุรี,1. ชาย,294.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,สระบุรี,2. หญิง,302.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,สระแก้ว,1. ชาย,246.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,สระแก้ว,2. หญิง,258.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,สิงห์บุรี,1. ชาย,83.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,สิงห์บุรี,2. หญิง,93.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,สุพรรณบุรี,1. ชาย,344.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,สุพรรณบุรี,2. หญิง,380.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,อ่างทอง,1. ชาย,102.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,อ่างทอง,2. หญิง,116.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,เพชรบุรี,1. ชาย,195,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,2) ภาคกลาง,เพชรบุรี,2. หญิง,207.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,3) ภาคเหนือ,กำแพงเพชร,1. ชาย,301.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,3) ภาคเหนือ,กำแพงเพชร,2. หญิง,323.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,3) ภาคเหนือ,ตาก,1. ชาย,188.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,3) ภาคเหนือ,ตาก,2. หญิง,199.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,3) ภาคเหนือ,นครสวรรค์,1. ชาย,386.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,3) ภาคเหนือ,นครสวรรค์,2. หญิง,429.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,3) ภาคเหนือ,น่าน,1. ชาย,178.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,3) ภาคเหนือ,น่าน,2. หญิง,183.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,3) ภาคเหนือ,พะเยา,1. ชาย,167.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,3) ภาคเหนือ,พะเยา,2. หญิง,178.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,3) ภาคเหนือ,พิจิตร,1. ชาย,209.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,3) ภาคเหนือ,พิจิตร,2. หญิง,235,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,3) ภาคเหนือ,พิษณุโลก,1. ชาย,352.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,3) ภาคเหนือ,พิษณุโลก,2. หญิง,386.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,3) ภาคเหนือ,ลำปาง,1. ชาย,308.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,3) ภาคเหนือ,ลำปาง,2. หญิง,324.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,3) ภาคเหนือ,ลำพูน,1. ชาย,171.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,3) ภาคเหนือ,ลำพูน,2. หญิง,185.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,3) ภาคเหนือ,สุโขทัย,1. ชาย,239,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,3) ภาคเหนือ,สุโขทัย,2. หญิง,272.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,3) ภาคเหนือ,อุตรดิตถ์,1. ชาย,172.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,3) ภาคเหนือ,อุตรดิตถ์,2. หญิง,190.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,3) ภาคเหนือ,อุทัยธานี,1. ชาย,112,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,3) ภาคเหนือ,อุทัยธานี,2. หญิง,126.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,3) ภาคเหนือ,เชียงราย,1. ชาย,463.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,3) ภาคเหนือ,เชียงราย,2. หญิง,488.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,3) ภาคเหนือ,เชียงใหม่,1. ชาย,703.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,3) ภาคเหนือ,เชียงใหม่,2. หญิง,749.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,3) ภาคเหนือ,เพชรบูรณ์,1. ชาย,356.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,3) ภาคเหนือ,เพชรบูรณ์,2. หญิง,383.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,3) ภาคเหนือ,แพร่,1. ชาย,173,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,3) ภาคเหนือ,แพร่,2. หญิง,190,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,3) ภาคเหนือ,แม่ฮ่องสอน,1. ชาย,76.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,3) ภาคเหนือ,แม่ฮ่องสอน,2. หญิง,75.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,4) ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,1. ชาย,313.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,4) ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,2. หญิง,339.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,4) ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,1. ชาย,694,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,4) ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,2. หญิง,764.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,4) ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,1. ชาย,374,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,4) ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,2. หญิง,405.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,4) ภาคตะวันออกเฉียงเหนือ,นครพนม,1. ชาย,211.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,4) ภาคตะวันออกเฉียงเหนือ,นครพนม,2. หญิง,230.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,4) ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,1. ชาย,992.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,4) ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,2. หญิง,1063.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,4) ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,1. ชาย,131.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,4) ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,2. หญิง,138.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,4) ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,1. ชาย,466,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,4) ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,2. หญิง,511.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,4) ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,1. ชาย,319.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,4) ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,2. หญิง,360.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,4) ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,1. ชาย,135,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,4) ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,2. หญิง,140.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,4) ภาคตะวันออกเฉียงเหนือ,ยโสธร,1. ชาย,187.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,4) ภาคตะวันออกเฉียงเหนือ,ยโสธร,2. หญิง,200.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3/2563,4) ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,1. ชาย,411.3,พันคน,สำนักงานสถิติแห่งชาติ
